visit_id,customer_id,visit_date,traffic_source,product_id,product_viewed,added_to_cart,purchased
V000402,C00471,2025-03-16,social,P012,Essential Bag 12,false,true
V000403,C00931,2025-06-23,direct,P016,Modern Serum 16,false,false
V000404,C00582,2025-02-14,social,P014,Active Mat 14,true,false
V000405,C00046,2025-01-11,organic_search,P029,Bright Organizer 29,false,false
V000406,C00608,2025-04-24,paid_search,P017,Daily Lamp 17,false,false
V000407,C00266,2025-05-03,social,P010,Pure Band 10,false,false
V000408,C00608,2025-03-13,organic_search,P016,Modern Serum 16,false,false
V000409,C00874,2025-01-17,referral,P005,Bright Organizer 05,false,false
V000410,C00053,2025-07-31,email,P001,Daily Lamp 01,false,false
V000411,C00046,2025-04-27,social,P024,Modern Serum 24,false,false
V000412,C00992,2025-08-23,referral,P005,Bright Organizer 05,false,false
V000413,C00215,2025-11-23,organic_search,P028,Essential Bag 28,false,false
V000414,C00058,2025-03-10,direct,P026,Pure Band 26,false,false
V000415,C00631,2025-09-25,organic_search,P017,Daily Lamp 17,false,false
V000416,C00026,2025-06-07,direct,P018,Pure Band 18,false,false
V000417,C00974,2025-08-03,direct,P002,Pure Band 02,false,false
V000418,C00560,2025-04-12,direct,P006,Active Mat 06,true,true
V000419,C00669,2025-02-25,organic_search,P011,Urban Bottle 11,false,false
V000420,C00767,2025-05-14,paid_search,P003,Urban Bottle 03,true,false
V000421,C00945,2025-12-28,organic_search,P026,Pure Band 26,false,false
V000422,C00415,2025-11-06,organic_search,P024,Modern Serum 24,true,false
V000423,C00476,2025-04-28,paid_search,P010,Pure Band 10,false,false
V000424,C00776,2025-11-05,referral,P030,Active Mat 30,false,false
V000425,C00208,2025-02-09,organic_search,P011,Urban Bottle 11,true,false
V000426,C00506,2025-07-22,paid_search,P020,Essential Bag 20,true,false
V000427,C00143,2025-04-29,organic_search,P010,Pure Band 10,false,false
V000428,C00184,2025-08-08,organic_search,P024,Modern Serum 24,false,false
V000429,C00422,2025-10-26,email,P009,Daily Lamp 09,false,false
V000430,C00664,2025-12-11,paid_search,P010,Pure Band 10,false,true
V000431,C00196,2025-12-03,social,P007,Calm Cream 07,true,false
V000432,C00659,2025-03-24,email,P029,Bright Organizer 29,false,false
V000433,C00356,2025-02-09,organic_search,P012,Essential Bag 12,false,false
V000434,C00441,2025-10-29,direct,P028,Essential Bag 28,false,false
V000435,C00258,2025-01-22,email,P011,Urban Bottle 11,false,false
V000436,C00722,2025-01-17,email,P002,Pure Band 02,true,true
V000437,C00146,2025-05-17,direct,P010,Pure Band 10,false,false
V000438,C00215,2025-06-14,organic_search,P012,Essential Bag 12,false,false
V000439,C00466,2025-04-09,direct,P016,Modern Serum 16,false,false
V000440,C00396,2025-08-20,organic_search,P028,Essential Bag 28,false,false
V000441,C00622,2025-12-01,organic_search,P024,Modern Serum 24,false,false
V000442,C00485,2025-03-30,organic_search,P021,Bright Organizer 21,true,false
V000443,C00869,2025-10-21,direct,P027,Urban Bottle 27,false,false
V000444,C00833,2025-10-15,email,P017,Daily Lamp 17,false,false
V000445,C00395,2025-12-24,social,P003,Urban Bottle 03,true,false
V000446,C00026,2025-11-09,email,P007,Calm Cream 07,true,true
V000447,C00962,2025-07-02,organic_search,P001,Daily Lamp 01,false,false
V000448,C00053,2025-09-25,social,P013,Bright Organizer 13,false,false
V000449,C00460,2025-11-24,organic_search,P023,Calm Cream 23,false,false
V000450,C00305,2025-04-24,organic_search,P010,Pure Band 10,false,true
V000451,C00094,2025-07-09,direct,P004,Essential Bag 04,false,false
V000452,C00550,2025-11-27,paid_search,P016,Modern Serum 16,false,false
V000453,C00447,2025-08-04,email,P027,Urban Bottle 27,false,false
V000454,C00736,2025-07-19,paid_search,P015,Calm Cream 15,false,false
V000455,C00938,2025-08-17,organic_search,P009,Daily Lamp 09,false,false
V000456,C00604,2025-03-01,email,P002,Pure Band 02,true,true
V000457,C00849,2025-01-12,paid_search,P002,Pure Band 02,false,false
V000458,C00803,2025-08-25,paid_search,P017,Daily Lamp 17,false,false
V000459,C00650,2025-01-17,organic_search,P012,Essential Bag 12,false,false
V000460,C00185,2025-04-18,direct,P025,Daily Lamp 25,true,false
V000461,C00146,2025-01-09,paid_search,P017,Daily Lamp 17,false,false
V000462,C00160,2025-11-02,organic_search,P002,Pure Band 02,false,false
V000463,C00913,2025-06-09,organic_search,P005,Bright Organizer 05,false,false
V000464,C00736,2025-05-02,direct,P017,Daily Lamp 17,false,false
V000465,C00327,2025-03-09,social,P016,Modern Serum 16,false,false
V000466,C00530,2025-11-28,direct,P012,Essential Bag 12,true,false
V000467,C00941,2025-06-18,paid_search,P010,Pure Band 10,false,false
V000468,C00708,2025-09-24,referral,P025,Daily Lamp 25,false,false
V000469,C00509,2025-07-25,paid_search,P027,Urban Bottle 27,true,false
V000470,C00100,2025-07-01,social,P010,Pure Band 10,false,false
V000471,C00378,2025-12-06,social,P014,Active Mat 14,false,false
V000472,C00335,2025-10-19,paid_search,P026,Pure Band 26,false,false
V000473,C00382,2025-05-29,social,P005,Bright Organizer 05,false,false
V000474,C00595,2025-07-02,email,P028,Essential Bag 28,false,false
V000475,C00869,2025-06-18,direct,P009,Daily Lamp 09,false,false
V000476,C00614,2025-11-19,organic_search,P005,Bright Organizer 05,false,false
V000477,C00691,2025-12-27,organic_search,P010,Pure Band 10,false,false
V000478,C00715,2025-04-17,social,P020,Essential Bag 20,false,false
V000479,C00634,2025-01-30,email,P026,Pure Band 26,false,false
V000480,C00848,2025-12-27,referral,P012,Essential Bag 12,false,false
V000481,C00247,2025-12-14,organic_search,P023,Calm Cream 23,false,false
V000482,C00437,2025-12-02,paid_search,P025,Daily Lamp 25,false,false
V000483,C00547,2025-04-02,organic_search,P028,Essential Bag 28,false,false
V000484,C00249,2025-06-09,organic_search,P007,Calm Cream 07,false,false
V000485,C00750,2025-11-08,paid_search,P024,Modern Serum 24,false,false
V000486,C00529,2025-05-09,social,P002,Pure Band 02,true,true
V000487,C00868,2025-04-10,organic_search,P006,Active Mat 06,false,false
V000488,C00793,2025-02-28,email,P029,Bright Organizer 29,false,false
V000489,C00160,2025-06-14,organic_search,P016,Modern Serum 16,false,false
V000490,C00765,2025-07-15,email,P027,Urban Bottle 27,false,true
V000491,C00629,2025-04-07,social,P009,Daily Lamp 09,false,false
V000492,C00742,2025-08-20,email,P030,Active Mat 30,false,false
V000493,C00185,2025-10-08,social,P027,Urban Bottle 27,false,false
V000494,C00418,2025-09-04,organic_search,P016,Modern Serum 16,false,false
V000495,C00485,2025-10-05,email,P019,Urban Bottle 19,true,true
V000496,C00287,2025-01-30,organic_search,P024,Modern Serum 24,true,false
V000497,C00192,2025-04-02,direct,P010,Pure Band 10,false,false
V000498,C00721,2025-08-31,direct,P004,Essential Bag 04,false,true
V000499,C00227,2025-07-30,social,P017,Daily Lamp 17,false,false
V000500,C00773,2025-02-11,organic_search,P025,Daily Lamp 25,true,false
V000501,C00670,2025-06-07,social,P023,Calm Cream 23,false,false
V000502,C00338,2025-06-14,referral,P020,Essential Bag 20,false,false
V000503,C00380,2025-10-02,organic_search,P007,Calm Cream 07,false,false
V000504,C00563,2025-08-21,direct,P018,Pure Band 18,false,false
V000505,C00101,2025-05-09,paid_search,P009,Daily Lamp 09,false,false
V000506,C00544,2025-11-14,direct,P013,Bright Organizer 13,false,false
V000507,C00261,2025-12-24,direct,P018,Pure Band 18,false,false
V000508,C00857,2025-01-01,organic_search,P027,Urban Bottle 27,false,false
V000509,C00801,2025-08-24,organic_search,P024,Modern Serum 24,false,false
V000510,C00727,2025-09-27,direct,P010,Pure Band 10,false,false
V000511,C00668,2025-10-07,email,P014,Active Mat 14,false,false
V000512,C00853,2025-02-17,social,P010,Pure Band 10,true,false
V000513,C00007,2025-12-30,organic_search,P005,Bright Organizer 05,false,false
V000514,C00835,2025-05-01,organic_search,P011,Urban Bottle 11,false,false
V000515,C00766,2025-01-20,organic_search,P021,Bright Organizer 21,false,false
V000516,C00174,2025-04-11,referral,P022,Active Mat 22,false,false
V000517,C00657,2025-09-06,social,P021,Bright Organizer 21,false,false
V000518,C00305,2025-08-11,social,P007,Calm Cream 07,false,true
V000519,C00797,2025-03-06,organic_search,P012,Essential Bag 12,false,false
V000520,C00487,2025-12-17,social,P004,Essential Bag 04,false,false
V000521,C00305,2025-12-30,paid_search,P008,Modern Serum 08,false,false
V000522,C00045,2025-09-07,organic_search,P026,Pure Band 26,false,false
V000523,C00781,2025-05-27,paid_search,P011,Urban Bottle 11,false,false
V000524,C00664,2025-03-15,paid_search,P027,Urban Bottle 27,false,false
V000525,C00235,2025-04-13,direct,P006,Active Mat 06,false,false
V000526,C00053,2025-01-03,organic_search,P003,Urban Bottle 03,false,false
V000527,C00666,2025-07-28,email,P020,Essential Bag 20,false,false
V000528,C00187,2025-12-25,organic_search,P021,Bright Organizer 21,false,false
V000529,C00383,2025-12-04,organic_search,P003,Urban Bottle 03,false,false
V000530,C00896,2025-07-02,referral,P029,Bright Organizer 29,false,false
V000531,C00210,2025-01-29,email,P015,Calm Cream 15,false,true
V000532,C00179,2025-03-10,direct,P018,Pure Band 18,false,false
V000533,C00818,2025-08-10,paid_search,P011,Urban Bottle 11,false,false
V000534,C00403,2025-04-05,organic_search,P025,Daily Lamp 25,false,false
V000535,C00343,2025-08-31,email,P007,Calm Cream 07,false,false
V000536,C00974,2025-10-31,organic_search,P024,Modern Serum 24,false,false
V000537,C00165,2025-02-06,organic_search,P021,Bright Organizer 21,true,false
V000538,C00428,2025-03-13,social,P024,Modern Serum 24,false,false
V000539,C00986,2025-10-04,organic_search,P025,Daily Lamp 25,false,false
V000540,C00790,2025-08-06,organic_search,P023,Calm Cream 23,false,false
V000541,C00370,2025-01-11,email,P004,Essential Bag 04,false,false
V000542,C00034,2025-12-22,direct,P019,Urban Bottle 19,false,false
V000543,C00921,2025-10-07,direct,P028,Essential Bag 28,false,false
V000544,C00146,2025-06-24,direct,P017,Daily Lamp 17,true,false
V000545,C00439,2025-06-06,paid_search,P012,Essential Bag 12,false,false
V000546,C00271,2025-11-14,referral,P019,Urban Bottle 19,false,false
V000547,C00585,2025-07-09,direct,P017,Daily Lamp 17,true,false
V000548,C00134,2025-12-26,email,P009,Daily Lamp 09,false,false
V000549,C00370,2025-08-23,organic_search,P028,Essential Bag 28,false,false
V000550,C00226,2025-03-10,paid_search,P023,Calm Cream 23,false,false
V000551,C00778,2025-02-07,direct,P012,Essential Bag 12,false,false
V000552,C00346,2025-05-11,organic_search,P029,Bright Organizer 29,false,false
V000553,C00307,2025-03-10,social,P003,Urban Bottle 03,false,false
V000554,C00084,2025-12-14,email,P001,Daily Lamp 01,false,false
V000555,C00365,2025-07-06,direct,P002,Pure Band 02,false,false
V000556,C00846,2025-08-08,paid_search,P030,Active Mat 30,false,false
V000557,C00156,2025-11-05,paid_search,P025,Daily Lamp 25,false,false
V000558,C00389,2025-05-24,social,P024,Modern Serum 24,true,false
V000559,C00010,2025-12-06,social,P012,Essential Bag 12,false,false
V000560,C00934,2025-06-03,social,P027,Urban Bottle 27,false,false
V000561,C00788,2025-03-27,email,P007,Calm Cream 07,false,false
V000562,C00448,2025-03-06,social,P026,Pure Band 26,false,false
V000563,C00469,2025-11-28,social,P009,Daily Lamp 09,false,false
V000564,C00081,2025-01-08,paid_search,P027,Urban Bottle 27,false,false
V000565,C00126,2025-04-24,organic_search,P022,Active Mat 22,false,false
V000566,C00918,2025-11-21,email,P017,Daily Lamp 17,false,false
V000567,C00853,2025-02-07,organic_search,P010,Pure Band 10,false,false
V000568,C00582,2025-11-01,direct,P025,Daily Lamp 25,false,false
V000569,C00104,2025-06-23,referral,P012,Essential Bag 12,false,false
V000570,C00155,2025-10-24,organic_search,P006,Active Mat 06,false,false
V000571,C00550,2025-08-18,social,P028,Essential Bag 28,false,false
V000572,C00704,2025-07-30,organic_search,P005,Bright Organizer 05,true,true
V000573,C00125,2025-12-20,direct,P024,Modern Serum 24,false,true
V000574,C00113,2025-12-12,direct,P002,Pure Band 02,true,false
V000575,C00641,2025-08-14,organic_search,P029,Bright Organizer 29,false,false
V000576,C00123,2025-09-03,organic_search,P019,Urban Bottle 19,false,false
V000577,C00669,2025-10-24,referral,P029,Bright Organizer 29,false,false
V000578,C00025,2025-08-25,organic_search,P006,Active Mat 06,false,false
V000579,C00407,2025-04-04,social,P013,Bright Organizer 13,false,false
V000580,C00226,2025-12-26,paid_search,P007,Calm Cream 07,false,false
V000581,C00872,2025-06-21,referral,P028,Essential Bag 28,false,false
V000582,C00069,2025-07-04,social,P019,Urban Bottle 19,false,false
V000583,C00931,2025-11-22,social,P016,Modern Serum 16,false,false
V000584,C00198,2025-06-11,direct,P023,Calm Cream 23,false,false
V000585,C00062,2025-08-24,paid_search,P015,Calm Cream 15,false,false
V000586,C00521,2025-05-12,organic_search,P027,Urban Bottle 27,false,false
V000587,C00398,2025-07-21,social,P006,Active Mat 06,false,false
V000588,C00472,2025-10-06,social,P026,Pure Band 26,false,false
V000589,C00538,2025-03-03,organic_search,P003,Urban Bottle 03,false,false
V000590,C00430,2025-06-08,organic_search,P005,Bright Organizer 05,false,false
V000591,C00759,2025-12-03,paid_search,P024,Modern Serum 24,true,true
V000592,C00603,2025-10-03,paid_search,P021,Bright Organizer 21,false,false
V000593,C00625,2025-11-01,paid_search,P028,Essential Bag 28,false,true
V000594,C00895,2025-01-01,organic_search,P011,Urban Bottle 11,false,false
V000595,C00511,2025-12-30,organic_search,P015,Calm Cream 15,false,false
V000596,C00631,2025-01-05,social,P009,Daily Lamp 09,true,true
V000597,C00583,2025-03-03,organic_search,P019,Urban Bottle 19,true,false
V000598,C00165,2025-12-29,direct,P002,Pure Band 02,false,false
V000599,C00043,2025-07-26,organic_search,P025,Daily Lamp 25,false,false
V000600,C00670,2025-11-24,paid_search,P017,Daily Lamp 17,false,false
V000601,C00602,2025-02-24,email,P019,Urban Bottle 19,false,false
V000602,C00652,2025-09-15,email,P010,Pure Band 10,false,false
V000603,C00592,2025-02-28,organic_search,P002,Pure Band 02,false,false
V000604,C00115,2025-02-20,direct,P011,Urban Bottle 11,false,false
V000605,C00789,2025-06-27,social,P028,Essential Bag 28,false,false
V000606,C00705,2025-11-03,organic_search,P016,Modern Serum 16,false,false
V000607,C00601,2025-04-26,social,P026,Pure Band 26,false,false
V000608,C00048,2025-08-24,organic_search,P030,Active Mat 30,false,false
V000609,C00491,2025-02-05,paid_search,P021,Bright Organizer 21,true,false
V000610,C00492,2025-10-01,direct,P012,Essential Bag 12,false,false
V000611,C00525,2025-01-12,organic_search,P020,Essential Bag 20,true,true
V000612,C00750,2025-02-21,organic_search,P028,Essential Bag 28,false,true
V000613,C00920,2025-08-04,referral,P018,Pure Band 18,false,false
V000614,C00499,2025-03-28,paid_search,P005,Bright Organizer 05,false,true
V000615,C00213,2025-08-11,paid_search,P022,Active Mat 22,false,false
V000616,C00305,2025-04-15,referral,P028,Essential Bag 28,false,false
V000617,C00040,2025-07-26,email,P025,Daily Lamp 25,false,false
V000618,C00519,2025-05-09,email,P010,Pure Band 10,false,false
V000619,C00634,2025-02-02,email,P025,Daily Lamp 25,false,false
V000620,C00870,2025-12-27,direct,P011,Urban Bottle 11,false,false
V000621,C00161,2025-03-27,social,P003,Urban Bottle 03,true,false
V000622,C00312,2025-05-06,email,P024,Modern Serum 24,false,true
V000623,C00122,2025-08-15,organic_search,P027,Urban Bottle 27,false,false
V000624,C00780,2025-06-22,organic_search,P007,Calm Cream 07,false,false
V000625,C00285,2025-02-13,email,P012,Essential Bag 12,false,false
V000626,C00230,2025-12-07,organic_search,P012,Essential Bag 12,false,false
V000627,C00751,2025-12-30,organic_search,P005,Bright Organizer 05,false,false
V000628,C00284,2025-02-01,email,P014,Active Mat 14,false,false
V000629,C00936,2025-08-20,social,P023,Calm Cream 23,false,false
V000630,C00002,2025-03-31,organic_search,P027,Urban Bottle 27,false,false
V000631,C00202,2025-11-13,social,P001,Daily Lamp 01,false,false
V000632,C00436,2025-10-13,organic_search,P014,Active Mat 14,true,false
V000633,C00761,2025-01-20,paid_search,P003,Urban Bottle 03,false,false
V000634,C00722,2025-08-23,organic_search,P007,Calm Cream 07,false,false
V000635,C00922,2025-05-29,paid_search,P003,Urban Bottle 03,false,false
V000636,C00446,2025-12-19,social,P029,Bright Organizer 29,true,false
V000637,C00295,2025-07-07,paid_search,P018,Pure Band 18,false,false
V000638,C00309,2025-06-28,organic_search,P017,Daily Lamp 17,false,false
V000639,C00048,2025-11-07,paid_search,P013,Bright Organizer 13,false,false
V000640,C00331,2025-10-15,paid_search,P018,Pure Band 18,false,false
V000641,C00543,2025-04-21,email,P021,Bright Organizer 21,false,false
V000642,C00687,2025-08-17,direct,P008,Modern Serum 08,false,false
V000643,C00215,2025-12-17,social,P008,Modern Serum 08,false,false
V000644,C00093,2025-02-04,paid_search,P008,Modern Serum 08,false,false
V000645,C00492,2025-12-12,email,P009,Daily Lamp 09,false,false
V000646,C00460,2025-05-22,social,P019,Urban Bottle 19,false,false
V000647,C00557,2025-01-04,paid_search,P015,Calm Cream 15,false,false
V000648,C00449,2025-11-24,organic_search,P004,Essential Bag 04,false,false
V000649,C00871,2025-12-10,paid_search,P026,Pure Band 26,false,false
V000650,C00535,2025-12-06,social,P024,Modern Serum 24,true,false
V000651,C00552,2025-06-14,paid_search,P029,Bright Organizer 29,false,false
V000652,C00683,2025-03-23,paid_search,P020,Essential Bag 20,false,false
V000653,C00820,2025-09-22,paid_search,P010,Pure Band 10,false,false
V000654,C00840,2025-10-25,direct,P010,Pure Band 10,true,false
V000655,C00942,2025-10-18,social,P020,Essential Bag 20,false,false
V000656,C00175,2025-05-28,direct,P002,Pure Band 02,false,false
